Iteration,Xk,FXk 
1091,"[0.11761, 0.11015, -0.46423, 0.73561, 0.21419, 0.094406, 0.10503, 0.066476, -0.2758, 0.073127, 0.35593, 0.80603, 0.57988, -0.17147, 0.14681, -0.21839, 0.18717, 0.071312, 0.070015, -0.3766, -0.1258, -0.35154, -0.57358, -0.78709, 0.16404, 0.2513, -0.29909, 0.21827, 0.09329]",17.316
1092,"[0.11764, 0.11018, -0.46424, 0.73564, 0.21419, 0.094415, 0.10507, 0.066475, -0.2758, 0.073171, 0.35595, 0.80607, 0.57991, -0.17147, 0.14684, -0.21839, 0.18718, 0.071324, 0.070034, -0.37658, -0.12579, -0.35155, -0.57359, -0.78708, 0.16404, 0.25131, -0.29908, 0.21831, 0.09333]",17.316
1093,"[0.11763, 0.11018, -0.46428, 0.73565, 0.21416, 0.094389, 0.10508, 0.066439, -0.27583, 0.073181, 0.35594, 0.80608, 0.5799, -0.17151, 0.14683, -0.21842, 0.18716, 0.071301, 0.07002, -0.3766, -0.12582, -0.3516, -0.57363, -0.7871, 0.164, 0.25128, -0.2991, 0.21832, 0.093343]",17.315
1094,"[0.11766, 0.11021, -0.46429, 0.73568, 0.21416, 0.0944, 0.10512, 0.066442, -0.27582, 0.073223, 0.35596, 0.80612, 0.57992, -0.17151, 0.14686, -0.21841, 0.18717, 0.071315, 0.070037, -0.37658, -0.12581, -0.35161, -0.57363, -0.78708, 0.16401, 0.25129, -0.29909, 0.21836, 0.093379]",17.314
1095,"[0.11765, 0.11021, -0.46433, 0.73569, 0.21412, 0.094372, 0.10513, 0.066409, -0.27585, 0.073234, 0.35595, 0.80613, 0.57991, -0.17155, 0.14685, -0.21844, 0.18715, 0.071291, 0.070022, -0.3766, -0.12584, -0.35165, -0.57367, -0.7871, 0.16397, 0.25126, -0.29911, 0.21837, 0.093394]",17.314
1096,"[0.11768, 0.11024, -0.46434, 0.73572, 0.21412, 0.094382, 0.10517, 0.066409, -0.27584, 0.073277, 0.35597, 0.80617, 0.57994, -0.17155, 0.14688, -0.21844, 0.18716, 0.071304, 0.070039, -0.37658, -0.12583, -0.35166, -0.57367, -0.78708, 0.16397, 0.25127, -0.2991, 0.21841, 0.093432]",17.315
1097,"[0.11767, 0.11024, -0.46439, 0.73573, 0.21408, 0.094355, 0.10518, 0.066373, -0.27587, 0.07329, 0.35596, 0.80619, 0.57994, -0.17159, 0.14687, -0.21848, 0.18714, 0.071281, 0.070024, -0.37659, -0.12586, -0.3517, -0.57371, -0.7871, 0.16393, 0.25124, -0.29912, 0.21843, 0.093446]",17.315
1098,"[0.1177, 0.11027, -0.4644, 0.73576, 0.21408, 0.094366, 0.10522, 0.066373, -0.27586, 0.073334, 0.35598, 0.80623, 0.57996, -0.17159, 0.1469, -0.21847, 0.18715, 0.071292, 0.070041, -0.37657, -0.12585, -0.35171, -0.57372, -0.78708, 0.16394, 0.25125, -0.29911, 0.21847, 0.093484]",17.314
1099,"[0.11769, 0.11026, -0.46444, 0.73577, 0.21405, 0.094339, 0.10523, 0.066337, -0.27589, 0.073346, 0.35597, 0.80624, 0.57995, -0.17163, 0.14689, -0.2185, 0.18713, 0.07127, 0.070027, -0.37659, -0.12588, -0.35175, -0.57376, -0.7871, 0.1639, 0.25122, -0.29914, 0.21848, 0.093498]",17.314
1100,"[0.11772, 0.11029, -0.46445, 0.7358, 0.21405, 0.094349, 0.10527, 0.066338, -0.27588, 0.073389, 0.356, 0.80628, 0.57997, -0.17163, 0.14692, -0.21849, 0.18714, 0.071282, 0.070046, -0.37657, -0.12587, -0.35176, -0.57376, -0.78708, 0.16391, 0.25123, -0.29913, 0.21852, 0.093535]",17.316
1101,"[0.11771, 0.11028, -0.46449, 0.73581, 0.21402, 0.094324, 0.10528, 0.066304, -0.27591, 0.073397, 0.35599, 0.80629, 0.57996, -0.17167, 0.14691, -0.21852, 0.18712, 0.071257, 0.070032, -0.37658, -0.1259, -0.3518, -0.5738, -0.7871, 0.16388, 0.2512, -0.29915, 0.21853, 0.093548]",17.316
1102,"[0.11774, 0.11031, -0.46451, 0.73585, 0.21402, 0.094332, 0.10532, 0.066302, -0.2759, 0.073443, 0.35602, 0.80634, 0.57999, -0.17167, 0.14694, -0.21852, 0.18713, 0.071269, 0.070052, -0.37656, -0.12589, -0.35181, -0.57381, -0.78708, 0.16388, 0.25121, -0.29914, 0.21857, 0.093587]",17.314
1103,"[0.11773, 0.1103, -0.46455, 0.73585, 0.21399, 0.094307, 0.10533, 0.06627, -0.27593, 0.07345, 0.35601, 0.80635, 0.57998, -0.17171, 0.14693, -0.21855, 0.18711, 0.071243, 0.070037, -0.37658, -0.12592, -0.35185, -0.57384, -0.7871, 0.16384, 0.25118, -0.29916, 0.21858, 0.093597]",17.316
1104,"[0.11776, 0.11033, -0.46456, 0.73588, 0.21399, 0.094314, 0.10537, 0.066269, -0.27593, 0.073494, 0.35603, 0.80639, 0.58001, -0.17171, 0.14696, -0.21855, 0.18712, 0.071255, 0.070055, -0.37656, -0.12591, -0.35186, -0.57384, -0.78708, 0.16384, 0.25119, -0.29915, 0.21862, 0.093635]",17.314
1105,"[0.11775, 0.11033, -0.4646, 0.73589, 0.21396, 0.094287, 0.10538, 0.066237, -0.27596, 0.073503, 0.35602, 0.8064, 0.58, -0.17175, 0.14695, -0.21858, 0.1871, 0.071232, 0.070042, -0.37657, -0.12594, -0.35191, -0.57388, -0.7871, 0.1638, 0.25116, -0.29917, 0.21863, 0.093646]",17.316
1106,"[0.11778, 0.11036, -0.46461, 0.73592, 0.21396, 0.094296, 0.10542, 0.066236, -0.27595, 0.073543, 0.35605, 0.80644, 0.58002, -0.17175, 0.14698, -0.21858, 0.18711, 0.071245, 0.070061, -0.37655, -0.12593, -0.35192, -0.57388, -0.78708, 0.16381, 0.25117, -0.29916, 0.21867, 0.093684]",17.312
1107,"[0.11777, 0.11036, -0.46465, 0.73593, 0.21393, 0.094272, 0.10543, 0.066202, -0.27598, 0.073551, 0.35604, 0.80645, 0.58001, -0.17179, 0.14697, -0.21861, 0.18709, 0.071224, 0.070046, -0.37657, -0.12596, -0.35196, -0.57392, -0.7871, 0.16377, 0.25114, -0.29919, 0.21868, 0.093695]",17.314
1108,"[0.1178, 0.11039, -0.46466, 0.73596, 0.21393, 0.094282, 0.10546, 0.066201, -0.27598, 0.073592, 0.35606, 0.80649, 0.58003, -0.17179, 0.147, -0.2186, 0.1871, 0.071236, 0.070065, -0.37655, -0.12595, -0.35197, -0.57392, -0.78708, 0.16378, 0.25115, -0.29918, 0.21872, 0.09373]",17.314
1109,"[0.11779, 0.11039, -0.4647, 0.73597, 0.21389, 0.094258, 0.10547, 0.066166, -0.27601, 0.073601, 0.35605, 0.80651, 0.58003, -0.17183, 0.14699, -0.21863, 0.18708, 0.071212, 0.070052, -0.37656, -0.12597, -0.35202, -0.57396, -0.7871, 0.16374, 0.25112, -0.2992, 0.21873, 0.093743]",17.313
1110,"[0.11782, 0.11042, -0.46471, 0.736, 0.21389, 0.094266, 0.10551, 0.066165, -0.276, 0.073645, 0.35607, 0.80655, 0.58006, -0.17183, 0.14702, -0.21863, 0.18709, 0.071225, 0.070071, -0.37654, -0.12596, -0.35203, -0.57397, -0.78709, 0.16374, 0.25113, -0.29919, 0.21877, 0.093781]",17.313
1111,"[0.11781, 0.11042, -0.46475, 0.73601, 0.21385, 0.094237, 0.10552, 0.066133, -0.27603, 0.073656, 0.35606, 0.80656, 0.58006, -0.17187, 0.14701, -0.21867, 0.18707, 0.071202, 0.070056, -0.37655, -0.12599, -0.35208, -0.57401, -0.78711, 0.16369, 0.2511, -0.29921, 0.21879, 0.093795]",17.314
1112,"[0.11784, 0.11045, -0.46476, 0.73604, 0.21385, 0.094247, 0.10556, 0.066136, -0.27602, 0.073696, 0.35608, 0.8066, 0.58008, -0.17187, 0.14704, -0.21866, 0.18708, 0.071214, 0.070074, -0.37653, -0.12598, -0.35209, -0.57401, -0.78709, 0.1637, 0.25111, -0.2992, 0.21883, 0.093831]",17.313
1113,"[0.11784, 0.11045, -0.46481, 0.73605, 0.21381, 0.094221, 0.10557, 0.066101, -0.27605, 0.073708, 0.35607, 0.80662, 0.58008, -0.17191, 0.14704, -0.2187, 0.18706, 0.07119, 0.070058, -0.37654, -0.12601, -0.35214, -0.57405, -0.78711, 0.16365, 0.25108, -0.29923, 0.21885, 0.093845]",17.314
1114,"[0.11787, 0.11048, -0.46482, 0.73608, 0.21381, 0.094229, 0.1056, 0.066101, -0.27604, 0.073751, 0.35609, 0.80666, 0.58011, -0.17191, 0.14707, -0.21869, 0.18707, 0.071202, 0.070076, -0.37652, -0.126, -0.35214, -0.57405, -0.78709, 0.16366, 0.25109, -0.29922, 0.21889, 0.093881]",17.314
1115,"[0.11786, 0.11048, -0.46486, 0.73609, 0.21377, 0.094204, 0.10561, 0.066065, -0.27607, 0.07376, 0.35608, 0.80667, 0.5801, -0.17195, 0.14706, -0.21872, 0.18705, 0.071179, 0.070061, -0.37654, -0.12603, -0.35218, -0.57409, -0.78711, 0.16363, 0.25106, -0.29924, 0.2189, 0.093894]",17.314
1116,"[0.11789, 0.11051, -0.46487, 0.73612, 0.21377, 0.094212, 0.10565, 0.066064, -0.27607, 0.0738, 0.3561, 0.80671, 0.58012, -0.17195, 0.14709, -0.21871, 0.18706, 0.07119, 0.070079, -0.37652, -0.12602, -0.35219, -0.57409, -0.78709, 0.16364, 0.25107, -0.29923, 0.21894, 0.093931]",17.314
1117,"[0.11788, 0.11051, -0.46491, 0.73613, 0.21373, 0.094188, 0.10566, 0.066029, -0.2761, 0.073809, 0.35609, 0.80672, 0.58012, -0.17199, 0.14708, -0.21874, 0.18704, 0.071167, 0.070063, -0.37654, -0.12604, -0.35223, -0.57412, -0.78711, 0.1636, 0.25104, -0.29925, 0.21895, 0.093942]",17.312
1118,"[0.11791, 0.11054, -0.46493, 0.73616, 0.21373, 0.094195, 0.1057, 0.066029, -0.2761, 0.073853, 0.35611, 0.80677, 0.58015, -0.17199, 0.14711, -0.21874, 0.18705, 0.07118, 0.070082, -0.37652, -0.12603, -0.35224, -0.57413, -0.78709, 0.1636, 0.25105, -0.29924, 0.21899, 0.093981]",17.312
1119,"[0.1179, 0.11053, -0.46497, 0.73617, 0.2137, 0.094169, 0.10571, 0.065996, -0.27613, 0.07386, 0.3561, 0.80679, 0.58014, -0.17203, 0.1471, -0.21877, 0.18703, 0.071156, 0.070067, -0.37654, -0.12606, -0.35228, -0.57416, -0.78711, 0.16357, 0.25103, -0.29926, 0.219, 0.093994]",17.313
1120,"[0.11793, 0.11056, -0.46498, 0.7362, 0.2137, 0.094178, 0.10575, 0.065994, -0.27612, 0.073905, 0.35613, 0.80684, 0.58017, -0.17203, 0.14713, -0.21877, 0.18704, 0.071169, 0.070087, -0.37652, -0.12605, -0.35229, -0.57417, -0.7871, 0.16357, 0.25104, -0.29925, 0.21904, 0.094036]",17.314
1121,"[0.11792, 0.11055, -0.46502, 0.7362, 0.21367, 0.094155, 0.10575, 0.065966, -0.27614, 0.07391, 0.35612, 0.80685, 0.58016, -0.17207, 0.14712, -0.2188, 0.18702, 0.071149, 0.070072, -0.37654, -0.12607, -0.35233, -0.5742, -0.78712, 0.16353, 0.25102, -0.29927, 0.21905, 0.094044]",17.313
1122,"[0.11795, 0.11058, -0.46504, 0.73623, 0.21367, 0.094162, 0.10579, 0.065963, -0.27614, 0.073957, 0.35615, 0.8069, 0.58019, -0.17208, 0.14715, -0.2188, 0.18703, 0.071163, 0.070089, -0.37652, -0.12606, -0.35234, -0.57421, -0.7871, 0.16353, 0.25103, -0.29926, 0.21909, 0.094086]",17.314
1123,"[0.11794, 0.11057, -0.46508, 0.73623, 0.21364, 0.094137, 0.10579, 0.065931, -0.27617, 0.073963, 0.35614, 0.80691, 0.58018, -0.17212, 0.14714, -0.21883, 0.18701, 0.071142, 0.070074, -0.37654, -0.12608, -0.35238, -0.57425, -0.78712, 0.16349, 0.25101, -0.29928, 0.2191, 0.094094]",17.312
1124,"[0.11797, 0.1106, -0.46509, 0.73626, 0.21364, 0.094144, 0.10583, 0.065929, -0.27617, 0.074006, 0.35617, 0.80695, 0.58021, -0.17212, 0.14717, -0.21883, 0.18702, 0.071155, 0.070091, -0.37652, -0.12607, -0.35239, -0.57426, -0.7871, 0.16349, 0.25102, -0.29927, 0.21914, 0.094132]",17.313
1125,"[0.11796, 0.1106, -0.46513, 0.73627, 0.21361, 0.09412, 0.10584, 0.065898, -0.2762, 0.074014, 0.35616, 0.80696, 0.58021, -0.17216, 0.14716, -0.21886, 0.187, 0.071134, 0.070074, -0.37654, -0.1261, -0.35243, -0.5743, -0.78712, 0.16345, 0.25099, -0.29929, 0.21915, 0.094143]",17.311
1126,"[0.11799, 0.11063, -0.46514, 0.7363, 0.21361, 0.094127, 0.10588, 0.065897, -0.27619, 0.074057, 0.35618, 0.807, 0.58024, -0.17216, 0.14719, -0.21886, 0.18701, 0.071147, 0.070092, -0.37652, -0.12609, -0.35244, -0.5743, -0.7871, 0.16345, 0.251, -0.29928, 0.21919, 0.094182]",17.312
1127,"[0.11798, 0.11063, -0.46518, 0.73631, 0.21358, 0.094103, 0.10588, 0.065864, -0.27622, 0.074067, 0.35617, 0.80701, 0.58023, -0.1722, 0.14718, -0.21889, 0.18699, 0.071125, 0.070076, -0.37654, -0.12612, -0.35248, -0.57433, -0.78712, 0.16341, 0.25097, -0.2993, 0.2192, 0.094194]",17.311
1128,"[0.11801, 0.11066, -0.46519, 0.73634, 0.21358, 0.09411, 0.10592, 0.065863, -0.27622, 0.074111, 0.35619, 0.80705, 0.58025, -0.1722, 0.14721, -0.21889, 0.187, 0.071137, 0.070093, -0.37652, -0.12611, -0.35249, -0.57433, -0.7871, 0.16342, 0.25098, -0.29929, 0.21924, 0.094231]",17.313
1129,"[0.118, 0.11065, -0.46523, 0.73635, 0.21355, 0.094085, 0.10593, 0.06583, -0.27625, 0.074121, 0.35618, 0.80706, 0.58024, -0.17224, 0.1472, -0.21892, 0.18698, 0.071115, 0.070077, -0.37653, -0.12614, -0.35254, -0.57437, -0.78712, 0.16339, 0.25096, -0.29931, 0.21925, 0.094244]",17.312
1130,"[0.11803, 0.11068, -0.46524, 0.73638, 0.21355, 0.094094, 0.10596, 0.065829, -0.27625, 0.074165, 0.3562, 0.8071, 0.58027, -0.17224, 0.14723, -0.21891, 0.18699, 0.071126, 0.070094, -0.37651, -0.12613, -0.35255, -0.57437, -0.7871, 0.1634, 0.25097, -0.2993, 0.21929, 0.094283]",17.311
1131,"[0.11802, 0.11068, -0.46528, 0.73638, 0.21352, 0.09407, 0.10597, 0.065798, -0.27628, 0.074175, 0.35619, 0.80711, 0.58026, -0.17228, 0.14722, -0.21895, 0.18697, 0.071102, 0.07008, -0.37653, -0.12616, -0.3526, -0.57441, -0.78712, 0.16336, 0.25094, -0.29932, 0.2193, 0.094293]",17.312
1132,"[0.11805, 0.11071, -0.46529, 0.73641, 0.21352, 0.094078, 0.106, 0.065799, -0.27627, 0.074216, 0.35621, 0.80715, 0.58029, -0.17228, 0.14725, -0.21894, 0.18698, 0.071116, 0.070098, -0.37651, -0.12615, -0.35261, -0.57441, -0.7871, 0.16337, 0.25095, -0.29931, 0.21934, 0.094329]",17.313
1133,"[0.11804, 0.11071, -0.46533, 0.73642, 0.21348, 0.094053, 0.10601, 0.065763, -0.2763, 0.074227, 0.3562, 0.80717, 0.58028, -0.17232, 0.14724, -0.21898, 0.18696, 0.071091, 0.070084, -0.37653, -0.12618, -0.35266, -0.57445, -0.78712, 0.16332, 0.25092, -0.29934, 0.21935, 0.094344]",17.311
1134,"[0.11807, 0.11074, -0.46534, 0.73645, 0.21348, 0.094063, 0.10604, 0.065764, -0.27629, 0.074267, 0.35622, 0.80721, 0.5803, -0.17232, 0.14727, -0.21897, 0.18697, 0.071105, 0.070103, -0.37651, -0.12617, -0.35266, -0.57445, -0.7871, 0.16333, 0.25093, -0.29933, 0.21938, 0.094378]",17.313
1135,"[0.11807, 0.11074, -0.4654, 0.73646, 0.21344, 0.094031, 0.10605, 0.065722, -0.27632, 0.074285, 0.35621, 0.80723, 0.5803, -0.17237, 0.14727, -0.21901, 0.18695, 0.071083, 0.07009, -0.37653, -0.1262, -0.35271, -0.57449, -0.78712, 0.16328, 0.2509, -0.29936, 0.2194, 0.0944]",17.314
1136,"[0.1181, 0.11077, -0.46541, 0.73649, 0.21344, 0.094041, 0.10608, 0.065724, -0.27631, 0.074325, 0.35623, 0.80727, 0.58032, -0.17237, 0.1473, -0.219, 0.18696, 0.071098, 0.070109, -0.37651, -0.12618, -0.35271, -0.57449, -0.7871, 0.16329, 0.25091, -0.29935, 0.21944, 0.094436]",17.311
1137,"[0.11809, 0.11077, -0.46546, 0.7365, 0.2134, 0.094014, 0.10609, 0.065686, -0.27634, 0.074343, 0.35623, 0.80729, 0.58032, -0.17242, 0.14729, -0.21904, 0.18694, 0.071074, 0.070096, -0.37653, -0.12621, -0.35276, -0.57453, -0.78712, 0.16325, 0.25088, -0.29938, 0.21946, 0.094456]",17.311
1138,"[0.11812, 0.1108, -0.46547, 0.73653, 0.2134, 0.094025, 0.10612, 0.065688, -0.27633, 0.074382, 0.35625, 0.80733, 0.58034, -0.17242, 0.14732, -0.21903, 0.18695, 0.071087, 0.070114, -0.37651, -0.1262, -0.35276, -0.57453, -0.7871, 0.16326, 0.25089, -0.29937, 0.21949, 0.09449]",17.311
1139,"[0.11811, 0.1108, -0.46552, 0.73655, 0.21336, 0.093996, 0.10614, 0.065645, -0.27636, 0.074401, 0.35625, 0.80735, 0.58034, -0.17247, 0.14732, -0.21907, 0.18692, 0.071062, 0.0701, -0.37653, -0.12623, -0.35282, -0.57458, -0.78712, 0.16321, 0.25086, -0.2994, 0.21951, 0.09451]",17.313
1140,"[0.11814, 0.11083, -0.46553, 0.73658, 0.21336, 0.094006, 0.10617, 0.065647, -0.27635, 0.07444, 0.35627, 0.80739, 0.58036, -0.17247, 0.14735, -0.21906, 0.18694, 0.071076, 0.070119, -0.37651, -0.12622, -0.35282, -0.57458, -0.7871, 0.16322, 0.25087, -0.29939, 0.21955, 0.094545]",17.311
1141,"[0.11814, 0.11083, -0.46559, 0.73659, 0.21331, 0.093973, 0.10619, 0.065601, -0.27639, 0.074462, 0.35627, 0.80742, 0.58036, -0.17252, 0.14734, -0.2191, 0.18692, 0.07105, 0.070105, -0.37652, -0.12625, -0.35288, -0.57463, -0.78712, 0.16317, 0.25084, -0.29942, 0.21957, 0.094567]",17.31
1142,"[0.11817, 0.11086, -0.4656, 0.73662, 0.21332, 0.093984, 0.10622, 0.065604, -0.27638, 0.074502, 0.35629, 0.80746, 0.58038, -0.17252, 0.14737, -0.21909, 0.18694, 0.071065, 0.070124, -0.3765, -0.12623, -0.35288, -0.57463, -0.7871, 0.16318, 0.25085, -0.29941, 0.21961, 0.094602]",17.311
1143,"[0.11817, 0.11086, -0.46565, 0.73663, 0.21328, 0.093956, 0.10624, 0.065565, -0.27641, 0.074518, 0.35628, 0.80748, 0.58037, -0.17256, 0.14736, -0.21913, 0.18692, 0.071041, 0.070108, -0.37651, -0.12626, -0.35293, -0.57467, -0.78712, 0.16314, 0.25082, -0.29944, 0.21963, 0.094619]",17.31
1144,"[0.1182, 0.11089, -0.46566, 0.73666, 0.21328, 0.093964, 0.10628, 0.065566, -0.2764, 0.074558, 0.3563, 0.80752, 0.5804, -0.17256, 0.14739, -0.21912, 0.18693, 0.071055, 0.070128, -0.37649, -0.12625, -0.35294, -0.57467, -0.7871, 0.16315, 0.25083, -0.29943, 0.21967, 0.094654]",17.311
1145,"[0.11819, 0.11089, -0.4657, 0.73667, 0.21325, 0.093939, 0.10629, 0.065535, -0.27643, 0.074571, 0.35629, 0.80754, 0.58039, -0.1726, 0.14738, -0.21916, 0.18691, 0.071031, 0.070113, -0.3765, -0.12627, -0.35298, -0.57471, -0.78712, 0.1631, 0.2508, -0.29945, 0.21968, 0.094667]",17.311
1146,"[0.11822, 0.11092, -0.46571, 0.7367, 0.21325, 0.093949, 0.10632, 0.065535, -0.27643, 0.074613, 0.35632, 0.80758, 0.58041, -0.1726, 0.14741, -0.21916, 0.18692, 0.071043, 0.070131, -0.37648, -0.12626, -0.35299, -0.57471, -0.78711, 0.16311, 0.25081, -0.29944, 0.21972, 0.094704]",17.31
1147,"[0.11822, 0.11092, -0.46575, 0.73671, 0.21322, 0.093924, 0.10633, 0.065501, -0.27646, 0.074624, 0.35631, 0.8076, 0.58041, -0.17264, 0.1474, -0.2192, 0.1869, 0.07102, 0.070117, -0.37649, -0.12629, -0.35304, -0.57475, -0.78713, 0.16307, 0.25078, -0.29946, 0.21974, 0.09472]",17.309
1148,"[0.11825, 0.11095, -0.46576, 0.73674, 0.21322, 0.093932, 0.10637, 0.0655, -0.27645, 0.074666, 0.35633, 0.80764, 0.58044, -0.17264, 0.14743, -0.2192, 0.18691, 0.071032, 0.070135, -0.37647, -0.12628, -0.35305, -0.57475, -0.78711, 0.16307, 0.25079, -0.29945, 0.21978, 0.094757]",17.309
1149,"[0.11824, 0.11095, -0.4658, 0.73675, 0.21318, 0.093908, 0.10638, 0.065467, -0.27648, 0.074673, 0.35632, 0.80765, 0.58043, -0.17268, 0.14742, -0.21923, 0.18689, 0.07101, 0.07012, -0.37649, -0.1263, -0.35309, -0.57479, -0.78713, 0.16303, 0.25076, -0.29947, 0.21979, 0.094767]",17.311
1150,"[0.11827, 0.11098, -0.46581, 0.73678, 0.21318, 0.093918, 0.10642, 0.065467, -0.27647, 0.074714, 0.35635, 0.8077, 0.58046, -0.17268, 0.14745, -0.21923, 0.18691, 0.071022, 0.070139, -0.37647, -0.12629, -0.3531, -0.57479, -0.78711, 0.16303, 0.25077, -0.29946, 0.21983, 0.094805]",17.311
1151,"[0.11826, 0.11098, -0.46585, 0.73678, 0.21315, 0.093895, 0.10642, 0.065436, -0.2765, 0.074719, 0.35634, 0.80771, 0.58045, -0.17272, 0.14744, -0.21926, 0.18689, 0.070999, 0.070127, -0.37649, -0.12631, -0.35314, -0.57482, -0.78713, 0.16299, 0.25075, -0.29948, 0.21984, 0.094813]",17.311
1152,"[0.11829, 0.11101, -0.46587, 0.73681, 0.21315, 0.093902, 0.10646, 0.065434, -0.2765, 0.074763, 0.35637, 0.80776, 0.58048, -0.17272, 0.14747, -0.21926, 0.1869, 0.071011, 0.070144, -0.37647, -0.1263, -0.35315, -0.57483, -0.78712, 0.16299, 0.25076, -0.29947, 0.21988, 0.094853]",17.309
1153,"[0.11828, 0.111, -0.46591, 0.73681, 0.21312, 0.093875, 0.10647, 0.065403, -0.27653, 0.074769, 0.35636, 0.80777, 0.58048, -0.17276, 0.14746, -0.2193, 0.18688, 0.070987, 0.070129, -0.37648, -0.12633, -0.3532, -0.57487, -0.78714, 0.16295, 0.25073, -0.29949, 0.21989, 0.094864]",17.308
1154,"[0.11831, 0.11103, -0.46592, 0.73684, 0.21312, 0.093883, 0.10651, 0.065403, -0.27652, 0.074811, 0.35638, 0.80782, 0.58051, -0.17276, 0.14749, -0.2193, 0.18689, 0.070999, 0.070146, -0.37646, -0.12632, -0.35321, -0.57487, -0.78712, 0.16295, 0.25073, -0.29948, 0.21993, 0.094903]",17.309
1155,"[0.1183, 0.11103, -0.46596, 0.73685, 0.21308, 0.093857, 0.10652, 0.06537, -0.27655, 0.074819, 0.35637, 0.80784, 0.58051, -0.1728, 0.14748, -0.21933, 0.18687, 0.070976, 0.07013, -0.37648, -0.12635, -0.35325, -0.57491, -0.78714, 0.1629, 0.2507, -0.29951, 0.21994, 0.094917]",17.308
1156,"[0.11833, 0.11106, -0.46597, 0.73688, 0.21308, 0.093866, 0.10655, 0.065369, -0.27654, 0.074858, 0.35639, 0.80788, 0.58054, -0.1728, 0.14751, -0.21932, 0.18688, 0.070989, 0.070147, -0.37646, -0.12634, -0.35326, -0.57491, -0.78713, 0.16291, 0.25071, -0.2995, 0.21997, 0.094952]",17.311
1157,"[0.11833, 0.11106, -0.46602, 0.73689, 0.21304, 0.093836, 0.10656, 0.065329, -0.27657, 0.074873, 0.35638, 0.8079, 0.58054, -0.17284, 0.1475, -0.21936, 0.18686, 0.070963, 0.07013, -0.37647, -0.12637, -0.35331, -0.57495, -0.78715, 0.16287, 0.25068, -0.29953, 0.21999, 0.094968]",17.309
1158,"[0.11836, 0.11109, -0.46603, 0.73692, 0.21304, 0.093847, 0.1066, 0.06533, -0.27656, 0.074914, 0.3564, 0.80794, 0.58056, -0.17284, 0.14753, -0.21935, 0.18687, 0.070976, 0.070149, -0.37645, -0.12636, -0.35331, -0.57495, -0.78714, 0.16288, 0.25069, -0.29952, 0.22002, 0.095004]",17.309
1159,"[0.11836, 0.11109, -0.46607, 0.73693, 0.213, 0.093821, 0.10661, 0.065292, -0.27659, 0.074928, 0.35639, 0.80796, 0.58056, -0.17288, 0.14752, -0.21939, 0.18685, 0.070953, 0.070134, -0.37647, -0.12639, -0.35336, -0.57499, -0.78716, 0.16284, 0.25066, -0.29954, 0.22004, 0.095019]",17.307
1160,"[0.11839, 0.11112, -0.46608, 0.73696, 0.213, 0.093829, 0.10665, 0.065294, -0.27658, 0.074968, 0.35641, 0.808, 0.58059, -0.17288, 0.14755, -0.21938, 0.18686, 0.070966, 0.070154, -0.37645, -0.12638, -0.35336, -0.57499, -0.78714, 0.16285, 0.25067, -0.29953, 0.22008, 0.095055]",17.309
1161,"[0.11838, 0.11111, -0.46612, 0.73697, 0.21297, 0.093805, 0.10666, 0.06526, -0.27661, 0.074976, 0.3564, 0.80801, 0.58058, -0.17292, 0.14754, -0.21941, 0.18684, 0.070941, 0.070139, -0.37647, -0.12641, -0.3534, -0.57503, -0.78716, 0.16281, 0.25064, -0.29955, 0.22009, 0.095065]",17.311
1162,"[0.11841, 0.11114, -0.46613, 0.737, 0.21297, 0.093815, 0.10669, 0.065261, -0.2766, 0.075018, 0.35642, 0.80805, 0.58061, -0.17292, 0.14757, -0.2194, 0.18685, 0.070952, 0.070157, -0.37645, -0.1264, -0.35341, -0.57503, -0.78714, 0.16282, 0.25065, -0.29954, 0.22013, 0.095103]",17.308
1163,"[0.1184, 0.11114, -0.46617, 0.73701, 0.21293, 0.093789, 0.1067, 0.065227, -0.27663, 0.075029, 0.35641, 0.80806, 0.58061, -0.17296, 0.14756, -0.21943, 0.18683, 0.07093, 0.07014, -0.37647, -0.12642, -0.35345, -0.57507, -0.78716, 0.16278, 0.25062, -0.29956, 0.22014, 0.095115]",17.308
1164,"[0.11843, 0.11117, -0.46618, 0.73704, 0.21293, 0.093798, 0.10673, 0.065226, -0.27663, 0.075069, 0.35643, 0.8081, 0.58064, -0.17296, 0.14759, -0.21942, 0.18684, 0.070941, 0.070157, -0.37645, -0.12641, -0.35346, -0.57507, -0.78714, 0.16279, 0.25063, -0.29955, 0.22018, 0.095153]",17.309
1165,"[0.11842, 0.11117, -0.46622, 0.73705, 0.2129, 0.093773, 0.10674, 0.065195, -0.27666, 0.075076, 0.35642, 0.80811, 0.58064, -0.173, 0.14758, -0.21945, 0.18682, 0.070919, 0.070141, -0.37646, -0.12644, -0.3535, -0.5751, -0.78716, 0.16276, 0.25061, -0.29957, 0.22019, 0.095163]",17.31
1166,"[0.11845, 0.1112, -0.46624, 0.73709, 0.2129, 0.093782, 0.10678, 0.065192, -0.27666, 0.075123, 0.35645, 0.80816, 0.58067, -0.17301, 0.14761, -0.21945, 0.18683, 0.070931, 0.070161, -0.37644, -0.12643, -0.35351, -0.57511, -0.78714, 0.16276, 0.25061, -0.29956, 0.22023, 0.095204]",17.308
